,poster_id,Weekday,Hour
0,2364770064.0,Sunday,21
1,2364770064.0,Sunday,16
2,2364770064.0,Sunday,16
3,2364770064.0,Sunday,16
4,2364770064.0,Sunday,16
5,2364770064.0,Sunday,16
6,2364770064.0,Sunday,15
7,2364770064.0,Sunday,15
8,2364770064.0,Sunday,15
9,2364770064.0,Friday,14
10,2364770064.0,Friday,13
11,2364770064.0,Friday,13
12,2364770064.0,Friday,13
13,2364770064.0,Friday,13
14,2364770064.0,Friday,12
15,2364770064.0,Monday,17
16,2364770064.0,Saturday,15
17,2364770064.0,Friday,16
18,2364770064.0,Friday,16
19,2364770064.0,Friday,16
20,2364770064.0,Thursday,15
21,2364770064.0,Thursday,15
22,2364770064.0,Thursday,14
23,2364770064.0,Thursday,14
24,2364770064.0,Wednesday,01
25,2364770064.0,Tuesday,15
26,2364770064.0,Tuesday,15
27,2364770064.0,Tuesday,15
28,2364770064.0,Tuesday,15
29,2364770064.0,Tuesday,15
30,2364770064.0,Tuesday,14
31,2364770064.0,Tuesday,14
32,2364770064.0,Tuesday,14
33,2364770064.0,Tuesday,14
34,2364770064.0,Tuesday,14
35,2364770064.0,Monday,16
36,2364770064.0,Monday,16
37,2364770064.0,Monday,16
38,2364770064.0,Monday,15
39,2364770064.0,Monday,15
40,2364770064.0,Monday,15
41,2364770064.0,Monday,15
42,2364770064.0,Monday,15
43,2364770064.0,Monday,15
44,2364770064.0,Wednesday,15
45,2364770064.0,Wednesday,15
46,2364770064.0,Wednesday,14
47,2364770064.0,Tuesday,16
48,2364770064.0,Tuesday,16
49,2364770064.0,Tuesday,16
50,2364770064.0,Tuesday,16
51,2364770064.0,Tuesday,16
52,2364770064.0,Tuesday,16
53,2364770064.0,Tuesday,16
54,2364770064.0,Tuesday,15
55,2364770064.0,Wednesday,18
56,2364770064.0,Wednesday,17
57,2364770064.0,Wednesday,17
58,2364770064.0,Wednesday,17
59,2364770064.0,Wednesday,17
60,2364770064.0,Wednesday,17
61,2364770064.0,Wednesday,17
62,2364770064.0,Wednesday,17
63,2364770064.0,Wednesday,17
64,2364770064.0,Wednesday,17
65,2364770064.0,Wednesday,17
66,2364770064.0,Wednesday,17
67,2364770064.0,Wednesday,16
68,2364770064.0,Wednesday,16
69,2364770064.0,Tuesday,19
70,2364770064.0,Tuesday,19
71,2364770064.0,Tuesday,19
72,2364770064.0,Tuesday,18
73,2364770064.0,Tuesday,18
